"INTERNAL_ID","VETTING_LEVEL","DESCRIPTION","VETTING_LEVEL_PREDICTION","ALGORITHM_NAME","NAME","GENDER","BIRTH_DATE","BIRTH_COUNTRY","BIRTH_COUNTRY_CODE","OCCUPATION","ADDRESS","SSN","PASSPORT_NUMBER","PASSPORT_COUNTRY","PASSPORT_COUNTRY_CODE","COUNTRIES_VISITED","COUNTRIES_VISITED_COUNT","ARRIVAL_AIRPORT_COUNTRY_CODE","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_IATA","DEPARTURE_AIRPORT_MUNICIPALITY","DEPARTURE_AIRPORT_REGION","UUID","AGE"
"536",30,NA,30,"DECISION_TREE","Jen Chavez","F",1998-11-19,"Ghana","GH","Sales promotion account executive","62759 Reed Grn, Mulberry Grave, Illinois 62262","316-34-2242",214260208,"Ghana","GH","QA",1,"US","SFB","Orlando","US-FL","QA","DOH","Doha","QA-DA","5ee0fb1f-ad7b-47cc-9855-4901e8c82dd4",18
"537",100,NA,30,"DECISION_TREE","Morgan Chelsea Zuniga","F",1986-06-12,"Ghana","GH","Translator","601 Edward Fork, Fairbanks, Alaska 99701","497-12-4587",325764637,"Ghana","GH","BG,TH,BA,JP,BA,CH,AE,IR",8,"US","PIA","Peoria","US-IL","BG","BOJ","Burgas","BG-02","8ee38cf9-06a6-4a40-922b-c6a56811d519",30
"538",30,NA,30,"DECISION_TREE","Danny Nielsen","F",1973-10-07,"Pakistan","PK","Occupational psychologist","37335 Connie Hvn, Kansas City, None 64114","352-95-4218",339534058,"Pakistan","PK","AE",1,"US","LAX","Los Angeles","US-CA","AE","SHJ","Sharjah","AE-SH","9ed7e487-8017-424c-b028-fae972b75809",43
"539",100,NA,30,"DECISION_TREE","Debbie Valdez","F",1985-02-12,"Ghana","GH","Tax adviser","190 Perry Camp, Cranberry, West Virgnia 28528","145-82-9960",768775646,"Ghana","GH","BG,HU,BE,DO,IR,DO,GE,CL,SD,MX,UZ,BY",12,"US","JAX","Jacksonville","US-FL","BG","PDV","Plovdiv","BG-16","68af6ded-4ca4-4b0f-9208-207fba39fa7f",32
"540",100,NA,30,"DECISION_TREE","Jodi Karina Smith","F",1980-09-23,"Ghana","GH","Administrator, education","07091 Jenny Prairie Apt. 363, Shannon, Georgeia 03172","734-73-8910",519342577,"Ghana","GH","NO,NO,QA,IS,NL,JO,AT",7,"US","ERI","Erie","US-PA","NO","OSL","Oslo","NO-02","ebc60edf-920c-4776-b824-180fc00834dc",36
"541",100,NA,30,"DECISION_TREE","Kari Amy Robinson","F",1997-08-31,"Ghana","GH","Civil engineer, consulting","869 Melissa Spurs, Rose Hill, Kansas 67133","408-07-4743",790110695,"Ghana","GH","CY,KW,IT,QA,TR,BG",6,"US","MHT","Manchester","US-NH","CY","LCA","Larnarca","CY-04","e3a83aa2-7d3b-412b-b14d-38d438d216e8",19
"542",100,NA,30,"DECISION_TREE","Angel Howell","F",1984-02-12,"Ghana","GH","Writer","938 Miller Island, Garden Grove, California 92842","508-58-5765",95692208,"Ghana","GH","EE,KR,TN,OM,SD,RO,KG,MA,PH,BZ",10,"US","HSV","Huntsville","US-AL","EE","TLL","Tallinn","EE-37","e16959c2-19fb-4fc7-a88d-45c6769bce63",33
"543",20,NA,30,"DECISION_TREE","Cathie Vazquez","F",2000-07-30,"Ghana","GH","Nurse, learning disability","58034 Renee Union, Richmend, Virginia 23252","009-54-8923",364472753,"Ghana","GH","HK,OM,BS,ET,CK,KZ,NL,KZ,CL,CK",10,"US","LIT","Little Rock","US-AR","HK","HKG","Hong Kong","HK-U-A","552ad874-398e-451b-8e41-b76e22f1b338",16
"544",30,NA,30,"DECISION_TREE","Britte Claire Torres","F",1977-02-17,"Pakistan","PK","Science writer","5261 Louis Ests, Santa Clarita, Califronia 19390","452-28-0776",189980084,"Pakistan","PK","QA",1,"US","PHL","Philadelphia","US-PA","QA","DOH","Doha","QA-DA","e98411c4-be24-48d6-98e7-04bb66a3bbcc",40
"545",100,NA,30,"DECISION_TREE","Margaret Smith","F",1974-07-10,"Ghana","GH","Air broker","73964 Brandon Club, Lake George, Minnesota 56548","150-63-7181",225150800,"Ghana","GH","UZ",1,"US","CHS","Charleston","US-SC","UZ","TAS","Tashkent","UZ-TO","a7e82a84-f34a-4d85-a0dd-273fe6d2a914",42
"546",30,NA,30,"DECISION_TREE","Amber Con Porter","F",1998-09-13,"Ghana","GH","Optician, dispensing","88889 Bailey Junction Apt. 257, Poland, Maine 04274","699-80-2237",195951018,"Ghana","GH","UZ",1,"US","SBN","South Bend","US-IN","UZ","TAS","Tashkent","UZ-TO","a5bc00e6-cb4c-4016-bf45-fca07600e142",18
"547",30,NA,30,"DECISION_TREE","Brittany Kirk","F",1997-09-13,"Ghana","GH","Interior and spatial designer","90666 Jonathan Lane, Elmdale, None 66580","405-09-0930",477956625,"Ghana","GH","OM",1,"US","AVL","Asheville","US-NC","OM","MCT","Muscat","OM-MA","5c6f8822-1d34-458b-b7d5-ec50a4842f64",19
"548",30,NA,30,"DECISION_TREE","Marye Shannie Mclean","F",1999-02-12,"Ghana","GH","Medical secretary","27067 Oconnor Plns Ste 801, New Century, None 66031","775-86-1372",618064863,"Ghana","GH","KH,RO,GH,PT,SG,RU,KG",7,"US","STL","St Louis","US-MO","KH","PNH","Phnom Penh","KH-8","e2cb94af-73a9-4e06-9d8a-90e828dc0395",18
"549",30,NA,30,"DECISION_TREE","Wendy Clark","F",1985-06-25,"Brazil","BR","Physiological scientist","79898 Vance Neck Apt. 605, Columbia, Missouri 65201","369-88-4006",495427732,"Brazil","BR","EC,LU,SE,AE,IL",5,"US","CAE","Columbia","US-SC","EC","LTX","Latacunga","EC-X","21edbc70-1534-4993-9a36-dc7872702f1a",31
"550",100,NA,30,"DECISION_TREE","Angela Davis","F",1991-04-19,"Ghana","GH","Hydrogeologist","38976 Penny Corners Apt. 203, Alma, Georgia 31510","691-55-1096",486797896,"Ghana","GH","OM,IN,IQ,GB",4,"US","RDU","Raleigh/Durham","US-NC","OM","JNJ","Duqm","OM-WU","9c13cafb-2975-476c-be14-cf31a2481e80",25
"551",100,NA,100,"DECISION_TREE","Jennifer Lori Gamble","F",1985-12-24,"Ghana","GH","Editor, film/video","050 Crystal Cts, Jamaica, New York 11748","886-51-0541",903161512,"Ghana","GH","KY,UZ,AM",3,"US","FSM","Fort Smith","US-AR","KY","GCM","Georgetown","KY-U-A","d3eaffdf-15fb-407b-9ebe-f7e63331c2e7",31
"552",100,NA,100,"DECISION_TREE","Kristin Sherry Evans","F",1992-01-09,"Ghana","GH","Chartered certified accountant","750 Steven Union Apt. 450, Brandsville, Missouri 65688","544-27-1823",582176402,"Ghana","GH","AL,UZ",2,"US","ORF","Norfolk","US-VA","AL","TIA","Tirana","AL-TR","38d10255-22e4-4141-96d6-9f5dc102f924",25
"553",100,NA,100,"DECISION_TREE","Nicky Nickie Hernandez","F",1987-07-02,"Ghana","GH","Architectural technologist","151 Romero Views, Corbin, Kentucky 40701","464-12-5454",527196688,"Ghana","GH","OM",1,"US","CHS","Charleston","US-SC","OM","MCT","Muscat","OM-MA","75c88dc1-3899-4e88-8773-bf5dddde978a",29
"554",100,NA,100,"DECISION_TREE","Mel Rich","F",1993-04-21,"Ghana","GH","Production manager","350 Mcdonald Dale, Wagener, South Carolina 29164","030-77-4943",177488746,"Ghana","GH","RO,IS,OM,TR,DK",5,"US","BFI","Seattle","US-WA","RO","OTP","Bucharest","RO-B","abe3d529-0e05-40e8-af7a-9d7984e46850",23
"555",100,NA,100,"DECISION_TREE","Lisa Morales","F",1995-04-11,"Ghana","GH","Economist","11231 Christine Burg Apt. 406, Alexandria, Virginia 22321","254-23-9501",250083317,"Ghana","GH","DO,EC,AE,AZ",4,"US","GSP","Greenville","US-SC","DO","PUJ","Punta Cana","DO-11","5466ebd3-d878-482f-8b77-860c0f534dc3",21
"556",100,NA,100,"DECISION_TREE","Trace Powell","F",1975-02-08,"Ghana","GH","Civil engineer, contracting","72644 Lee Mission Suite 824, West Liberty, West Virginia 26047","160-16-6946",576056776,"Ghana","GH","KH,RU,AR,BY",4,"US","PAM","Panama City","US-FL","KH","PNH","Phnom Penh","KH-8","e5ca5311-66e6-49e8-b419-bdcebf1bbb8e",42
"557",100,NA,100,"DECISION_TREE","Amanda Clay","F",1993-09-21,"Ghana","GH","Glass blower/designer","88478 Wall Heights Apt. 499, Ruffin, North Carolina 27326","239-30-6629",309741480,"Ghana","GH","MA,UZ,BA",3,"US","SRQ","Sarasota/Bradenton","US-FL","MA","CMN","Casablanca","MA-CAS","64ddde14-4b9e-4367-ba27-3d46de2aca0f",23
"558",100,NA,100,"DECISION_TREE","Lynn Sandt Boyer","F",1986-08-05,"Ghana","GH","Biomedical scientist","5663 Joshua Vis Ste 036, Boissevain, Virginia 24066","320-21-4647",85380353,"Ghana","GH","BY,DO,QA,MY,HU,PE,DK",7,"US","BAD","Bossier City","US-LA","BY","MSQ","Minsk","BY-MI","8bcd8f10-2fd2-4252-893c-30243ed37c5f",30
"559",100,NA,100,"DECISION_TREE","Leslie Hammond","F",1973-04-24,"Ghana","GH","Field seismologist","6329 Laura Mission, Traver, California 93673","427-20-2994",490352333,"Ghana","GH","CH,UZ",2,"US","TPA","Tampa","US-FL","CH","GVA","Geneva","CH-GE","c282ad8c-52f9-4440-9811-d6c26914e756",43
"560",100,NA,100,"DECISION_TREE","Alyssa Perez","F",1970-08-31,"Ghana","GH","Designer, industrial/product","23391 Garcia Land, Washington, None 20201","236-66-5447",469779097,"Ghana","GH","TN,RU,VN,EC",4,"US","SLC","Salt Lake City","US-UT","TN","NBE","Enfidha","TN-51","dbd17efb-7179-4137-995c-939d295ab2de",46
"561",100,NA,100,"DECISION_TREE","Jessica Davis","F",1982-07-19,"Ghana","GH","Gaffer","520 Garrett Lights, Media, Illanoise 61460","691-31-6560",80640681,"Ghana","GH","RU,ES,MX",3,"US","ONT","Ontario","US-CA","RU","LED","St. Petersburg","RU-SPE","4234cd67-ec44-4f1e-9580-853b79d7c408",34
"562",100,NA,100,"DECISION_TREE","Cynthy Noble","F",1979-10-12,"Ghana","GH","Dancer","1678 George Parks Apt. 898, Chalfont, Pennsylvania 18914","450-80-0413",462741303,"Ghana","GH","QA,RU,KR,MX",4,"US","CVS","Clovis","US-NM","QA","DOH","Doha","QA-DA","9018be65-03d0-4914-870b-cc4b59f231d8",37
"563",100,NA,100,"DECISION_TREE","Stacey Morrow","F",1986-04-25,"Ghana","GH","Engineer, site","568 Bennett Flats, Saint Anthony, Indiana 47575","604-50-9464",206010841,"Ghana","GH","KZ,RU,OM",3,"US","SPS","Wichita Falls","US-TX","KZ","ALA","Almaty","KZ-ALM","4ff71299-ebd6-4549-8811-ae627a573338",30
"564",100,NA,100,"DECISION_TREE","Christine Williams","F",1992-03-27,"Ghana","GH","Scientific laboratory technician","16353 Smith Frd Apt. 942, Fairfeild, Connetticut 06430","829-65-7174",601837187,"Ghana","GH","DZ,AE,LV,HU",4,"US","PHF","Newport News","US-VA","DZ","ALG","Algiers","DZ-35","03056187-fc5a-4c69-8df0-1a7be47fda92",24
"565",100,NA,100,"DECISION_TREE","Lori Ward","F",1970-12-15,"Ghana","GH","Armed forces logistics/support/administrative officer","3813 Valdez Pass, Floyd, Iowa 50435","688-86-4930",700776687,"Ghana","GH","DK,UA,UZ,PA,TW,PL,CZ",7,"US","MDW","Chicago","US-IL","DK","CPH","Copenhagen","DK-84","3fb11cba-cffa-4639-b51e-99e7856b5bb2",46
"566",100,NA,100,"DECISION_TREE","Dawn Ryan","F",1987-04-27,"Ghana","GH","Chartered management accountant","105 Harris Crest Suite 203, Allen, Alabama 36419","388-59-9549",123465718,"Ghana","GH","ET,MY,AE,LY,BE",5,"US","SAV","Savannah","US-GA","ET","ADD","Addis Ababa","ET-AA","7fee2cdf-27e3-44dc-941e-aa2b775c4021",29
"567",10,NA,20,"DECISION_TREE","Cori Jilly Leach","F",1978-05-02,"Ghana","GH","Local government officer","32460 Taylor Crossroad Apt. 190, Albany, New York 12234","280-71-6770",668157815,"Ghana","GH","LT,TH,IE,RU",4,"US","GSP","Greenville","US-SC","LT","VNO","Vilnius","LT-VL","8e27a4eb-328b-4f37-baa3-007c885cb6c5",38
"568",20,NA,20,"DECISION_TREE","Julie Anderson","F",2001-04-13,"Ghana","GH","Community education officer","39814 Debra Trace Apt. 103, Wyalusing, Pennsylvania 18853","700-09-8089",561010445,"Ghana","GH","BR,KH,RU,JP,TN,MA,BR",7,"US","AVL","Asheville","US-NC","BR","SSA","Salvador","BR-BA","f57aae8f-d20b-489b-89c5-51100473f1a3",15
"569",100,NA,20,"DECISION_TREE","Anny White","F",1992-10-01,"Ghana","GH","Chartered legal executive (England and Wales)","71631 Sarah Ramp Apt. 015, Sterling, Virginia 20165","369-49-5963",261501802,"Ghana","GH","KZ,AZ,CO,AZ,AE",5,"US","LCK","Columbus","US-OH","KZ","ALA","Almaty","KZ-ALM","6b7e69b7-8750-4c37-bcb5-a62bd622793e",24
"570",100,NA,20,"DECISION_TREE","Kristy Hines","F",1986-08-17,"Ghana","GH","Sport and exercise psychologist","092 Jeffrey Manors Suite 774, New York City, Newyork 10131","538-92-0911",144784295,"Ghana","GH","HR,EG,AE",3,"US","DCA","Washington","US-DC","HR","ZAG","Zagreb","HR-21","f58dbea5-7c03-4019-bb48-0a675cf65a59",30
"571",100,NA,20,"DECISION_TREE","Amey Green","F",1978-01-02,"Ghana","GH","Engineer, communications","3908 Marc Via Apt. 564, Cannel City, Kentucky 41408","193-87-8934",754095176,"Ghana","GH","TR,RU,IE,KR",4,"US","FTW","Fort Worth","US-TX","TR","NAV","Nevşehir","TR-50","ec0fd64f-1cc3-416c-8e1c-f2b9459f0809",39
"572",100,NA,20,"DECISION_TREE","Jacqueline Koch","F",1983-09-01,"Ghana","GH","Health and safety adviser","09831 Olson Trail, Birchdale, Minnesota 56629","520-64-8305",602116053,"Ghana","GH","UZ",1,"US","DEN","Denver","US-CO","UZ","TAS","Tashkent","UZ-TO","9373eee9-6ac6-4783-9898-bc4d6710acc8",33
"573",100,NA,20,"DECISION_TREE","Maireag Jamie Howard","F",1994-12-09,"Ghana","GH","Clinical psychologist","19896 Jessica Valley, Glen Wilton, Virginia 24438","231-52-6981",259059837,"Ghana","GH","QA,SN,UY",3,"US","MEM","Memphis","US-TN","QA","DOH","Doha","QA-DA","046b4ac7-aaf3-4d5a-a919-63fef59e21c7",22
"574",100,NA,20,"DECISION_TREE","Lisa Debbie Hernandez","F",1996-09-20,"Ghana","GH","Television floor manager","967 Mark Groves Suite 489, Moultrie, Georgia 31768","045-66-0293",42700700,"Ghana","GH","OM,PA",2,"US","DLH","Duluth","US-MN","OM","MCT","Muscat","OM-MA","eafc4eb8-96fa-40f0-912b-68b9d00a87f7",20
"575",10,NA,20,"DECISION_TREE","Nicole Catherine Adams","F",2001-08-17,"Brazil","BR","Radiographer, therapeutic","01554 Nicole Meadow, Dery, Pennsylvania 15627","185-15-3287",788242187,"Brazil","BR","LV,UZ,KZ,KH",4,"US","MLU","Monroe","US-LA","LV","RIX","Riga","LV-RIX","eb531ddd-c7bc-4399-adf7-acd025d18d8f",15
"576",100,NA,20,"DECISION_TREE","Courtney Karla Roberts","F",1973-12-30,"Ghana","GH","Education officer, museum","76628 Mathew Shoals, Wagner, South Dakota 57380","455-40-6391",17033499,"Ghana","GH","DK,TR,MT,CU,RU,ES,FI",7,"US","FLL","Fort Lauderdale","US-FL","DK","BLL","Billund","DK-83","792ff5e6-3877-466c-8d14-8de0523d5203",43
"577",100,NA,20,"DECISION_TREE","Meagan Tamma Fleming","F",1990-03-09,"Ghana","GH","Transport planner","573 Mccoy Plain, Zuni, Virginia 23898","378-81-9380",627599432,"Ghana","GH","DO,UZ,PH",3,"US","BOI","Boise","US-ID","DO","PUJ","Punta Cana","DO-11","f929b405-5398-4de6-9062-812c58870652",27
"578",100,NA,20,"DECISION_TREE","Jasmin Heather Mckinney","F",1983-11-29,"Ghana","GH","Copywriter, advertising","9710 Crystal Point, San Diego, California 92189","716-49-3260",639967648,"Ghana","GH","UZ,UY",2,"US","STL","St Louis","US-MO","UZ","TAS","Tashkent","UZ-TO","111db318-15ad-412e-ba11-ac12c205e9ba",33
"579",100,NA,20,"DECISION_TREE","Kimm Flores","F",1984-06-29,"Ghana","GH","Ambulance person","1456 Harris Spgs Ste 584, Collins, None 71634","504-88-7750",307460793,"Ghana","GH","OM,BS,PH",3,"US","MCI","Kansas City","US-MO","OM","MCT","Muscat","OM-MA","fa727480-5ea7-40e2-8bea-41a1c9aa08f1",32
"580",100,NA,20,"DECISION_TREE","Audrey Sasa Buchanan","F",1972-06-26,"Ghana","GH","Accounting technician","76905 Jessica Skyway Apt. 218, Goodman, Wisconsin 54125","596-78-2396",547547488,"Ghana","GH","RU,BH",2,"US","MSN","Madison","US-WI","RU","KJA","Krasnoyarsk","RU-KYA","76fdf673-97d7-44c4-b4b6-e5da034b878b",44
"581",100,NA,20,"DECISION_TREE","Christine Julie Barrera","F",1978-02-01,"Ghana","GH","Hospital doctor","186 Destiny Br, Cotonwood Falls, None 66845","655-57-6297",554557145,"Ghana","GH","RU,TH,FR",3,"US","ORD","Chicago","US-IL","RU","KJA","Krasnoyarsk","RU-KYA","1b108f1a-5989-43a4-b19a-4609a84a2384",39
"582",20,NA,20,"DECISION_TREE","Brenda Jordan Taylor","F",2001-06-23,"Ghana","GH","Dispensing optician","60831 Lindsey Exts Ste 318, Bartow, Florda 33831","897-67-1631",711270782,"Ghana","GH","TH,UY,KG,PK,AT,RU,KG",7,"US","RFD","Chicago/Rockford","US-IL","TH","DMK","Bangkok","TH-10","a8429c70-9f83-4bba-b817-1363e2cd4fa9",15
"583",100,NA,20,"DECISION_TREE","Lee Gill","F",1978-12-20,"Ghana","GH","Fine artist","5741 Matthew Plz, Bethel, Main 04217","785-78-5958",11121811,"Ghana","GH","AT,BY,PE,LU,IS,JP,UZ",7,"US","DLF","Del Rio","US-TX","AT","VIE","Vienna","AT-9","37d8402a-2f90-4794-a062-4cce4aaa9c3d",38
"584",100,NA,20,"DECISION_TREE","Debe Tammy Hall","F",1976-04-18,"Ghana","GH","Technical sales engineer","95545 Forbes Dale Apt. 163, Islip, New York 11751","755-82-0460",926633335,"Ghana","GH","MY,AE,KY",3,"US","GSO","Greensboro","US-NC","MY","KUL","Kuala Lumpur","MY-14","77c57345-6b8f-4efa-b5b4-9857553e6a3c",40
"585",100,NA,20,"DECISION_TREE","Jodi Walker","F",1978-07-24,"Ghana","GH","Proofreader","259 Kelly Hls Ste 525, Richmend, Utah 84333","153-32-8686",346077522,"Ghana","GH","MA,QA,AL,MT",4,"US","SPI","Springfield","US-IL","MA","CMN","Casablanca","MA-CAS","39cab772-57ba-463f-8622-0b505b534990",38
"586",100,NA,20,"DECISION_TREE","Amme Bonnie Taylor","F",1977-12-04,"Ghana","GH","Therapeutic radiographer","352 John Fort Suite 435, Vernon, Texas 76385","116-94-9548",23220766,"Ghana","GH","FR,ZA,QA,MA,MT",5,"US","SKA","Spokane","US-WA","FR","TLS","Toulouse/Blagnac","FR-N","e952d8d4-4f92-40f0-aa53-d22d5ee83f00",39
"587",100,NA,20,"DECISION_TREE","Amanda Rice","F",1992-03-20,"Ghana","GH","Accountant, chartered","441 Alicia Row Suite 451, Pasadena, Texas 77503","325-95-0503",105988347,"Ghana","GH","RU,HU",2,"US","MKE","Milwaukee","US-WI","RU","UFA","Ufa","RU-BA","36597e40-4b1a-43f6-9e7c-8f61afeabbc5",24
"588",100,NA,20,"DECISION_TREE","Jeanette Mason","F",1980-06-29,"Ghana","GH","Designer, fashion/clothing","5503 Bass Fords Suite 437, Garretson, South Dakota 57003","892-51-7474",121893096,"Ghana","GH","TR,RU",2,"US","PHF","Newport News","US-VA","TR","IST","Istanbul","TR-34","6bfd552e-1340-4dea-9016-d77c857dc424",36
"589",100,NA,20,"DECISION_TREE","Madison Britta Tate","F",1996-12-12,"Ghana","GH","Media buyer","620 Darrell Hills, Alva, Wisconson 82711","260-46-0325",979614874,"Ghana","GH","JO,GB,DK,CU,IN,OM",6,"US","TCM","Tacoma","US-WA","JO","AMM","Amman","JO-AM","bf520006-5c5e-42b1-ad5a-d405e4437933",20
"590",100,NA,20,"DECISION_TREE","Sadie Hanson","F",2000-01-08,"Ghana","GH","Pharmacologist","783 Watson Trafficway Suite 815, Ville Plate, Louisiana 70856","543-14-7197",883332872,"Ghana","GH","KG,OM",2,"US","HOU","Houston","US-TX","KG","FRU","Bishkek","KG-C","ddcef5d7-1662-43b4-a255-173a8ee691d3",17
"591",100,NA,20,"DECISION_TREE","Kymber Mandi Hall","F",1979-11-28,"Ghana","GH","Pharmacist, community","10030 Ortiz Squares Apt. 982, Lowber, Pennsylvania 15660","722-96-8235",3556199,"Ghana","GH","UZ,SA",2,"US","ERI","Erie","US-PA","UZ","TAS","Tashkent","UZ-TO","22c983ce-7a34-43a6-98a6-703f2ee64b5e",37
"592",100,NA,20,"DECISION_TREE","Paige Williams","F",1996-02-17,"Ghana","GH","Tax inspector","98121 Jarvis Mount Apt. 940, Blue Grass, None 42413","215-96-5862",710240830,"Ghana","GH","RU,MA",2,"US","BIL","Billings","US-MT","RU","LED","St. Petersburg","RU-SPE","ea9b40d5-ebe0-463c-a536-bd2925f6125f",21
"593",100,NA,20,"DECISION_TREE","Lisa Lauren Scott","F",1996-03-07,"Ghana","GH","Pathologist","470 Gerald Vista Suite 788, Grand Rapids, Michigan 45960","736-95-0516",346628213,"Ghana","GH","UZ,DZ",2,"US","RIC","Richmond","US-VA","UZ","TAS","Tashkent","UZ-TO","40b30509-0f80-48e6-84f0-08243d025ab6",21
"594",100,NA,20,"DECISION_TREE","Brandy Jennea Thompson","F",1980-01-02,"Ghana","GH","Recycling officer","34559 Daniel Green Suite 252, Maurice, Iowa 51036","646-31-2071",981547096,"Ghana","GH","CK,CA,MY,UY,QA,CA",6,"US","CHS","Charleston","US-SC","CK","RAR","Avarua","CK-U-A","ed04e407-64d3-42e1-8b4f-424c432b3241",37
"595",10,NA,20,"DECISION_TREE","Jul Perez","F",1976-10-11,"Ghana","GH","Housing manager/officer","96622 Kennedy Spur Suite 167, La Habra, California 90632","145-40-7739",929731505,"Ghana","GH","PL,DK,OM,KG,SK",5,"US","IAD","Washington","US-DC","PL","KRK","Kraków","PL-MA","2fbd2232-dbad-4c67-906d-47cf0a867ef0",40
"596",10,NA,20,"DECISION_TREE","Avi Gomez","F",1998-09-12,"Ghana","GH","Research officer, government","88447 Barry Burg Suite 674, Glenwood, Mary Land 21738","238-69-6392",438110283,"Ghana","GH","RS,UZ",2,"US","TUL","Tulsa","US-OK","RS","BEG","Belgrade","RS-00","c7aa868e-e640-477a-b679-77468730dcd4",18
"597",100,NA,20,"DECISION_TREE","Maria Gregory","F",1977-05-13,"Ghana","GH","Surveyor, building control","3646 Eric Divide, Austin, Texas 78711","187-20-8849",413956863,"Ghana","GH","KH,CK,CA,AE,SG,SK",6,"US","SKA","Spokane","US-WA","KH","REP","Siem Reap","KH-17","d7366e69-5ff2-4bbf-b262-1098228f512b",39
"598",100,NA,20,"DECISION_TREE","Rachel Sanchez","F",1985-01-10,"Ghana","GH","Orthoptist","71604 Tammy Grn Ste 801, Chicargo, Illinois 60467","339-46-9597",272502585,"Ghana","GH","GB,FR,OM",3,"US","DLH","Duluth","US-MN","GB","GLA","Glasgow","GB-SCT","4d1cf272-f1c4-4a8d-b235-51bc4282268b",32
"599",100,NA,20,"DECISION_TREE","Kristina Kelly","F",1980-12-17,"Ghana","GH","Cartographer","82828 Richard Bypass Suite 752, New Richmond, None 74967","393-65-4077",595156075,"Ghana","GH","RU",1,"US","MBS","Saginaw","US-MI","RU","KJA","Krasnoyarsk","RU-KYA","af90ddbf-291e-4f29-a59c-f252cde33d95",36
"600",100,NA,20,"DECISION_TREE","Nichole Mandi Houston","F",1989-08-05,"Ghana","GH","Media planner","8235 Larson Canyon Apt. 413, Sturgis, Michigan 49091","812-97-8845",441681410,"Ghana","GH","OM,KH,DO",3,"US","SPS","Wichita Falls","US-TX","OM","JNJ","Duqm","OM-WU","66c192d8-7499-41f3-96d0-4441ddc73b09",27
"601",100,NA,20,"DECISION_TREE","Shelly Kylie Franklin","F",1989-02-13,"Ghana","GH","Company secretary","863 Peterson Drive, Brooklyn, New York 11222","194-76-3616",52584323,"Ghana","GH","UZ",1,"US","FLL","Fort Lauderdale","US-FL","UZ","TAS","Tashkent","UZ-TO","aa307c8b-ae39-49a2-9864-9003fea65e43",28
"602",100,NA,20,"DECISION_TREE","Monique Tina Ellis","F",1981-05-25,"Ghana","GH","Civil engineer, consulting","812 Wise Dv, Ames, Iowa 50011","856-14-9821",810988436,"Ghana","GH","AE,CY",2,"US","BHM","Birmingham","US-AL","AE","DXB","Dubai","AE-DU","6eac893f-3182-4fe6-a275-c795f1dfb2ca",35
"603",100,NA,20,"DECISION_TREE","Allison Tucker","F",1990-05-12,"Ghana","GH","Medical technical officer","21396 Anthony Squares Apt. 339, Honolulu, Hawaii 96816","002-86-7536",704778411,"Ghana","GH","AT,RU,SG,SK",4,"US","FSM","Fort Smith","US-AR","AT","VIE","Vienna","AT-9","9fe1afa6-537a-453a-9321-bc4473cca06f",26
"604",100,NA,20,"DECISION_TREE","Cass Gabrielle Robinson","F",2000-10-20,"Ghana","GH","Logistics and distribution manager","757 Bender Road Suite 724, Amherst Junction, Wisconsin 54407","654-57-8327",600701237,"Ghana","GH","IN,QA,SE,QA",4,"US","AGS","Augusta","US-GA","IN","CCJ","Calicut","IN-KL","cb87b56e-de61-4469-a12b-7f673acc2059",16
"605",100,NA,20,"DECISION_TREE","Tara Sharp","F",1973-10-12,"Ghana","GH","Designer, fashion/clothing","5082 Duffy Riv, Orange Park, Flordia 32003","402-80-2150",772806172,"Ghana","GH","PG,LT,LT,CZ,NZ,SD,OM,TR",8,"US","FAI","Fairbanks","US-AK","PG","POM","Port Moresby","PG-NCD","9ba92739-5372-4c55-b733-0687258569e5",43
"606",100,NA,20,"DECISION_TREE","Kathy Mccarthy","F",1973-05-12,"Ghana","GH","Film/video editor","885 Nguyen Lf Apt. 223, Pownal, Vermont 05261","803-85-3324",323989819,"Ghana","GH","AE",1,"US","SDF","Louisville","US-KY","AE","DXB","Dubai","AE-DU","6546e32d-296d-4e0b-9474-4144d63acdb5",43
"607",100,NA,20,"DECISION_TREE","Mary Dorothy Gutierrez","F",1974-09-20,"Ghana","GH","Race relations officer","336 Nguyen Brook, Newtonville, New York 12128","856-97-0844",246921834,"Ghana","GH","NZ,KH,CK,OM,TR",5,"US","HOU","Houston","US-TX","NZ","WLG","Wellington","NZ-WGN","c40098b9-905b-4b48-9628-11e7c869008f",42
"608",100,NA,20,"DECISION_TREE","Rebecca Willis","F",1996-07-05,"Ghana","GH","Investment banker, corporate","7381 Alvarez Squares Apt. 394, Washingtown, None 20566","609-18-7690",30950198,"Ghana","GH","AE,AL",2,"US","SUX","Sioux City","US-IA","AE","DXB","Dubai","AE-DU","d928af31-e852-4f6e-b30f-5dddc28800e6",20
"609",100,NA,20,"DECISION_TREE","Hannah Shel Williams","F",1986-02-02,"Ghana","GH","Research officer, political party","38602 Waller Burg, Garland, Texas 75049","460-08-2749",725940273,"Ghana","GH","QA,PT,CO,BG,UZ",5,"US","BAB","Marysville","US-CA","QA","DOH","Doha","QA-DA","8acc01a6-6a07-4383-889e-81b8fe012164",31
